,Unnamed: 0,question,personal
4931,2173.0,What’s your favorite type of outdoor sports activity ,1
6451,40402.0,What’s one thing you’ve done that made you feel empowered,1
2305,1358.0,What is the largest planet in the Milky Way galaxy ,0
341,3216.0,What is the price of admission to the zoo ,0
896,2056.0,What’s your favorite way to enjoy a cup of coffee ,1
1175,2742.0, What’s your favorite childhood memory,1
1277,3143.0, What is the largest peninsula in the world,0
576,2126.0, What is the most common type of tree in the world,0
5203,2487.0,What’s the best way to start a conversation,1
5077,1631.0,What’s the best way to deal with anger,1
2793,2576.0, What is the most famous monument in the United States,0
4425,200.0,Is there something that you wanted to tell your parents but couldn’t till now ,1
6315,26866.0,What’s something you do when you feel overwhelmed,1
2703,2988.0,Are dolphins intelligent ,0
6113,6664.0,What’s something that never fails to make you feel better,1
196,2632.0,Who discovered the theory of relativity ,0
2261,2309.0,What’s your favorite way to organize your day ,1
2581,2630.0,Who was the first man to walk on the moon ,0
387,1141.0,"Is it true that the more we know, the more we realize that we don’t know anything ",1
6730,68382.0,How do you keep calm in high-pressure situations,1
5996,1513.0,What is the most famous sports stadium in the United States,0
845,7.0,What is the chemical symbol for chromium ,0
4435,2055.0, What is the highest point in Africa,0
6048,101.0,What do you value most in a friendship,1
6591,54443.0,What’s one thing you’ve done to work on improving your mindset,1
3545,73.0,Suppose you could erase someone’s one memory. Whose memory would you erase ,1
2382,417.0,"If you had to leave the country at this very moment, where would you go ",1
4860,1237.0,Do you have any weird family traditions ,1
530,737.0,Who was the last prophet in Islam ,0
980,3359.0,How do I register for a sightseeing tour ,0
2179,1053.0,What is the best gift you gave someone ,1
3042,3323.0,Where can I find a tourist information desk ,0
4695,2776.0,Who is the most charming person you know ,1
1659,1269.0,"What is the chemical symbol for silicon, a key component in the electronics industry ",0
5768,1440.0,What is the most famous park in the world,0
2983,389.0,Do you look at other wo/men apart from your partner ,1
6663,61615.0,What’s one thing you do to strengthen your emotional intelligence,1
2377,3592.0,What is your favorite book ,1
6458,41109.0,How do you keep yourself motivated when your progress feels slow,1
4591,316.0,Which famous play features a character named Romeo ,0
157,2571.0, What is the largest flower in the world,0
2787,1987.0,What is the name of the largest lake in Africa ,0
3780,2943.0, What is the most famous mountain in North America,0
2150,3224.0,What is the best time to visit this city ,0
163,1137.0,Suppose you could survive without working too. What work would you still like to do ,1
5912,1750.0,What is the largest city in the world by population,0
6714,66766.0,How do you maintain focus on your goals despite distractions,1
2135,3408.0,Where can I find a good local bakery ,0
3288,2379.0, What is the highest mountain in Europe,0
2196,1839.0, What is the most famous river in Europe,0
6857,81009.0,How do you stay motivated when facing long-term challenges,1
2320,1761.0, What is the most popular sport in the world,0
6157,11008.0,What’s one thing you would do differently in a relationship,1
2030,3053.0,Can humans run faster than animals ,0
3661,259.0,What is a female donkey called ,0
2271,2055.0,What is the name of the process that turns food into energy ,0
5209,1452.0,What’s the fastest animal on Earth,0
4683,3360.0,Where can I find a good local restaurant ,0
6355,30806.0,How do you keep a sense of balance in your life,1
3227,136.0,"In “The Farmer in the Dell,” what did the cat take ",0
1179,2222.0,What is the name of the first manned mission to the Moon ,0
3213,2607.0,Who was the first president of India ,0
6492,44543.0,What’s one thing you’ve done recently to build your self-esteem,1
2038,333.0,Can you prove how funny are you ,1
1831,1923.0,What is the main ingredient in cheese ,0
1429,2101.0, What is the most famous art museum in the world,0
5977,1675.0,What is the best way to learn time management,1
1079,2042.0, What is the highest point in the world,0
6342,29593.0,What’s one way you challenge yourself on a daily basis,1
5866,1361.0,What is the most famous historical landmark in Asia,0
2097,1742.0, What is the most famous mountain in South America,0
5720,1570.0,What is the best way to stay disciplined while working,1
2307,3328.0,How do I apply for a visitor visa ,0
255,2294.0, What is the longest ocean in the world,0
872,1662.0,What’s the most unique gift you’ve received ,1
5819,1533.0,What is the largest forest in Africa,0
3098,3076.0,What time does the concert start ,0
2958,1596.0, What is the longest island in the world,0
304,2209.0, What is the largest structure ever built by humans,0
3805,3120.0,Where can I get a new phone charger ,0
1995,3250.0,How do I order a drink from the bar ,0
6641,59493.0,What’s one thing you do to build your resilience,1
5394,1245.0,What is the best way to stay healthy,1
5142,1453.0,What is the hottest place on Earth,0
434,2700.0,Who is your childhood hero ,1
5276,2463.0,What is the most famous lake in the world,0
1354,1113.0,What is the main function of the enzyme amylase in the digestive system ,0
5114,1982.0,What’s the best way to avoid procrastination,1
5632,2130.0,What is the best way to develop leadership skills,1
2550,3113.0, How do you stay disciplined with your goals,1
3063,1203.0,Have you ever done something because of peer pressure ,1
6213,16664.0,What’s your favorite way to connect with yourself,1
5984,1561.0,What is the most famous island in the Caribbean,0
653,2876.0, What is the most famous church in Europe,0
4237,3317.0,Where can I find a shopping center ,0
6028,1791.0,What is the most famous amusement park in the world,0
5314,2404.0,How do you build emotional intelligence,1
1365,1420.0,What’s your go-to comfort food when you’re feeling down ,1
817,2319.0,What’s the best way to break bad habits ,1
4476,1769.0,What is the primary purpose of the human heart ,0
1105,300.0,What was the last book you read ,1
4716,345.0,Which gas makes up the largest percentage of the Earth's atmosphere ,0
1031,1630.0,What’s your favorite type of exercise ,1
411,1576.0,Which planet is known as the Morning Star ,0
5961,1637.0,What is the largest stadium in Europe,0
2409,320.0,Which holiday is known as the “Festival of Lights” and is celebrated by lighting candles over eight days ,0
1336,1859.0,What is the name of the fastest land animal ,0
5648,1905.0,What is the largest lake in the world,0
1327,2606.0,Who created the first successful polio vaccine ,0
6403,35654.0,What’s one thing you’ve done recently that made you proud of yourself,1
1086,2612.0,Who is the first woman to win the Nobel Prize in Physics ,0
11,495.0,What makes someone a good person  Do you think you fit in the definition ,1
3695,2153.0,What’s the best way to maintain a balanced diet ,1
5622,1577.0,How do you manage your emotions effectively,1
414,3672.0,How did you get into your current profession ,1
1404,2028.0,What’s your favorite memory from a festival ,1
3933,3662.0,What is the most important lesson you've learned from your parents ,1
3305,2489.0, What is the most famous museum in the United States,0
3667,1657.0,What is the capital city of China ,0
4396,1643.0, What is the longest river in Canada,0
3718,2452.0, What is the longest-running music festival in the world,0
853,2982.0,What is your greatest fear ,1
6138,9189.0,What’s something you’re working on improving about yourself,1
4049,1798.0,What’s your favorite type of music to listen to ,1
91,12.0,What is the medical term for high blood pressure ,0
1088,1887.0,What is the main function of the brain ,0
3162,1033.0,What vehicle is Volkswagen best known for in the world ,0
5513,1627.0,What is the most famous historical site in the world,0
3048,506.0,Ted Kaczynski was a former graduate of which university ,0
8,2571.0,Who was the first female Prime Minister of the United Kingdom ,0
2346,3624.0,Do you prefer coffee or tea ,1
1251,3085.0,What are the ingredients for this recipe ,0
4032,2390.0,What is the name of the smallest bird in the world ,0
6595,54847.0,What’s one thing you’ve done that has improved your self-esteem,1
4186,2454.0,What’s your favorite way to stay energized throughout the day ,1
1443,981.0,Which kind of alcohol is Russia notoriously known for ,0
5791,1445.0,What is the most famous amusement park in Tokyo,0
545,2130.0,What’s your favorite way to explore the outdoors ,1
1748,3193.0,How do I order food online ,0
3708,1711.0, What is the largest known fish species,0
6794,74746.0,How do you take care of your mental health during stressful situations,1
969,2044.0,What’s the best way to maintain a healthy lifestyle ,1
6042,1602.0,What is the most famous lake in Africa,0
2835,834.0,Who wrote “Old Man and The Sea” and is considered one of the greatest writers of the 20thcentury ,0
1966,1613.0, What is the most famous island group in the world,0
3828,235.0,Do you gossip ,1
2617,856.0,Have you ever fallen for a stranger ,1
1508,2107.0, What is the longest bridge in North America,0
6638,59190.0,How do you find balance between work and personal life,1
1710,2642.0,Who is the first person to run a sub-4-minute mile ,0
1887,1205.0,What steps am I taking for a healthy lifestyle  Is it enough for it ,1
4806,2910.0,Where do you live ,1
4453,1673.0,How many stars are visible in the Milky Way ,0
5069,2551.0,What is your favorite season,1
3413,1571.0,What is the unit used to measure electric current ,0
4762,610.0,What would you do if you won the lottery ,1
5461,1762.0,How do you handle criticism,1
5661,1689.0,How do you stay motivated to achieve your goals,1
98,3579.0,What is your spouse's name ,1
6349,30200.0,How do you make sure you’re always learning and growing,1
6169,12220.0,What’s the most meaningful gift you’ve ever given someone,1
3460,157.0,What one thing from the past do you want to bring again ,1
2647,431.0,How many whiskers does a cat usually have on each side ,0
363,2789.0,Who is the most charismatic person you know ,1
608,890.0,So what can I do now to annoy you terribly ,1
1171,662.0,"If superheroes were real, who would be yours in real life ",1
2772,3640.0,How many cousins do you have ,1
4621,2274.0,What is the longest day of the year ,0
842,1650.0,What’s the most exciting goal you’ve accomplished ,1
595,2804.0, What is the most famous street in New York City,0
1280,2142.0,What is the fastest sea animal ,0
5804,1517.0,What is the most famous soccer tournament in the world,0
1616,3600.0,What is your favorite dessert ,1
4703,1388.0,"Which bird can repeat words and phrases that it hears, often kept as a pet ",0
915,272.0,What is the main element in the Earth’s crust ,0
4221,150.0,What would you sing at Karaoke night ,1
1282,3271.0,How do I get a bus pass ,0
6643,59695.0,What’s one thing you do to stay optimistic when facing challenges,1
5780,1774.0,What is the largest city in India,0
710,3459.0,How do I get a taxi to the airport ,0
2567,1779.0,What is the name of the longest river in Africa ,0
3514,2030.0,What’s the most creative way you’ve solved a problem ,1
6642,59594.0,How do you handle stressful situations at work or school,1
349,1838.0,What’s your favorite way to celebrate birthdays ,1
1283,1174.0,How many hearts does an octopus have ,0
791,1353.0,Where does Buddhism fall in a ranking of the world’s largest religion ,0
4153,34.0,"Between 1933 to 1947, the Hoover Dam was called what ",0
3126,1690.0,How do you stay organized with your tasks ,1
173,2093.0,What is the largest country by land area ,0
4958,3572.0,What is your favorite food ,1
5762,1883.0,What is the largest island in the world by population,0
5660,1572.0,What is the most famous desert in Africa,0
2017,2507.0,What is the most famous art museum in Paris ,0
2568,559.0,About how many taste buds does the average human tongue have ,0
6129,8280.0,What’s the best decision you’ve ever made,1
14,2534.0,What’s your favorite type of outdoor activity in the winter ,1
2053,2094.0,What’s your favorite type of activity to do with family ,1
2654,2555.0,"Who is the author of ""1984"" ",0
3272,1902.0,What’s your favorite memory from a vacation ,1
5578,1715.0,How do you stay disciplined when working from home,1
4626,1236.0,What makes you believe that there is goodness still left on the earth ,1
4906,1990.0,What’s your favorite way to celebrate special occasions ,1
4036,222.0,What would be the best thing to present you ,1
902,1808.0,What’s your favorite way to spend a sunny day ,1
326,2349.0,What’s the best way to plan a vacation ,1
4853,2006.0,What’s your favorite way to practice mindfulness ,1
5680,2045.0,What is the largest island in the world,0
2077,2431.0,What is the most common language spoken in the world ,0
1571,1180.0,What made you nervous recently ,1
3509,2735.0,Who is the most innovative person you know ,1
4059,1777.0,What is the process of turning liquid into gas called ,0
3214,2775.0,Who is the most empathetic person you know ,1
483,2376.0, What is the largest artificial lake in the world,0
2584,23.0,Where can you find the Petronas Towers ,0
6843,79695.0,What’s one thing you do to rebuild your emotional strength after a setback,1
2704,1956.0,What’s the most relaxing activity you’ve tried ,1
2811,1727.0, What is the most famous archaeological site in Mexico,0
947,832.0,Which country invented tea ,0
3488,360.0,"Which planet is known as the ""Red Planet"" ",0
6937,89089.0,How do you handle fear when trying something new,1
5278,2076.0,What is the most famous university in the world,0
3746,3351.0,How do I apply for a refund from an online store ,0
2675,1639.0, What is the largest solar farm in the world,0
227,3565.0,What is your favorite childhood memory ,1
5485,1710.0,What is the largest continent in the world,0
2276,786.0,Can you tell a funny story that would make us cry ,1
1488,1502.0,Do you prefer beaches or mountains and why ,1
959,3581.0,How many children do you have ,1
5547,2382.0,What is the most famous food in Mexico,0
3657,3389.0,Where can I find a pet store ,0
5310,2393.0,How do you handle a difficult conversation,1
4047,3509.0,How do I book a guided city walk ,0
3373,1982.0,What’s the best way to learn from mistakes ,1
2522,447.0,"Before the laws were changed in 2000, how long was a French president’s term ",0
5386,1723.0,What is the most popular sports league in the world,0
5530,1342.0,What is the most famous island in the Caribbean,0
381,3653.0,Have you ever been to a family reunion ,1
909,3299.0,Where can I find a park with a playground ,0
6426,37977.0,How do you handle stress in high-pressure situations,1
5202,1271.0,What’s your favorite type of vacation,1
6705,65857.0,What’s one thing you do to create moments of joy in your life,1
6187,14038.0,What’s the best thing about being yourself,1
5969,1552.0,What is the most famous monument in Egypt,0
6171,12422.0,What’s your idea of a perfect life,1
2116,1788.0,What’s the most rewarding part of your day ,1
584,1518.0, What is the most visited country in the world,0
1191,173.0,Have you ever tried to help someone but made things worse  When was it ,1
4503,1456.0, What is the most famous palace in the world,0
4830,599.0,What is the dumbest thing you have ever said ,1
3238,1640.0,What’s the most rewarding part of your daily routine ,1
4369,2277.0,What’s the best way to avoid distractions while working ,1
5503,1459.0,How do you increase your creativity,1
2430,503.0,"Think about it, what keeps you awake at night ",1
1810,2181.0,What’s the best way to set realistic goals ,1
6261,21412.0,What’s one thing you’ve learned from your past mistakes,1
3111,683.0,What French ballet term means ‘in front’ ,0
4901,3283.0, How do you overcome creative blocks,1
3571,1059.0,Do you like haunted houses ,1
4274,2756.0, What is the capital of China,0
6776,72928.0,How do you keep yourself from being overwhelmed by the demands of life,1
3303,1532.0,Which country is known for its ancient pyramids ,0
1840,1295.0,On a scale of 1-10 how funny would you say you are ,1
3273,3286.0,What time does the post office close ,0
1990,2046.0, What is the longest suspension bridge in the United States,0
5930,1809.0,What is the largest country in Asia,0
3278,1503.0,What is the name of the world’s largest ocean trench ,0
1661,663.0,What is the largest planet in our solar system ,0
3182,2789.0, What is the most expensive food in the world,0
6985,93837.0,How do you stay optimistic when things are going wrong,1
2600,1455.0,What is the primary gas found in Earth’s atmosphere ,0
2368,130.0,Do you agree with the idea of 40 hours per week office culture ,1
1127,2817.0,Who is your favorite politician ,1
1588,2323.0,What’s your favorite type of food to cook ,1
5067,2085.0,How do you keep yourself motivated to achieve your goals,1
4081,3090.0,What is the speed limit on this road ,0
388,635.0,What is the process by which liquid water turns into ice ,0
154,3514.0,Where can I find a local spa for a massage ,0
2714,2989.0, What is the largest moon of Saturn,0
1573,3101.0, What is the largest city by area,0
6639,59291.0,What’s one thing you do to stay motivated during tough times,1
6092,4543.0,What’s your definition of true friendship,1
5992,1759.0,What is the most famous science discovery of the 20th century,0
346,1177.0,What animal is known for hopping and has a pouch to carry its young ,0
6238,19189.0,What’s one thing you’d like to accomplish in the next month,1
2452,2603.0,Who is the founder of Apple Inc. ,0
2194,2615.0,"Who wrote ""To Kill a Mockingbird"" ",0
5036,2468.0,What’s your favorite holiday tradition,1
6541,49492.0,How do you stay motivated when your energy is low,1
2309,2924.0, What is the largest gemstone ever found,0
1809,2957.0,Are you a creative person ,1
5131,2391.0,What’s your favorite motivational quote,1
889,441.0,What do you think is better – being shy or being bold ,1
1800,381.0,"If you could get all your nutrition just by eating candies, would you accept the offer ",1
854,3439.0,How do I find a tour company for a group excursion ,0
505,624.0,Mahatma Gandi’s birthday is a national holiday in which country ,0
2110,1246.0,"In Herman Melville’s novel “Moby Dick,” who was the loyal, reasonable first mate ",0
2645,2900.0,Who is your favorite sports coach ,1
2046,3563.0,What is the name of your first pet ,1
777,44.0,Which god is considered the “destroyer” and is part of the Hindu Trinity ,0
1433,92.0,Can we ever justify violence ,1
6459,41210.0,What’s something you do to cultivate a positive mindset,1
3960,2057.0,What is the largest species of shark ,0
913,1931.0,What is the name of the process that breaks down food ,0
4719,1773.0, What is the longest-running science fiction TV series,0
4712,997.0,Who is Green Lantern’s nemesis ,0
26,2527.0,What is the longest living animal in the world ,0
4261,1297.0,How often do you face imposter syndrome ,1
4027,2478.0,What’s your favorite way to challenge yourself mentally ,1
4245,2767.0,Who is your favorite online personality ,1
1600,576.0,What was the one lie that you told people about me ,1
6834,78786.0,How do you prioritize your happiness when life gets busy,1
6132,8583.0,What’s something you’re passionate about learning more about,1
2984,550.0,Have you ever had a great comeback for a mean comment you received ,1
2147,2313.0,What’s your favorite way to deal with negative emotions ,1
2467,2693.0, What is the longest underground tunnel in the world,0
2086,311.0,What is the one guilty pleasure that you don’t want to share ,1
4784,2418.0,What is the name of the first human spaceflight ,0
2726,1871.0, What is the most famous national park in the United States,0
997,2258.0,What is the name of the largest island in the world ,0
3875,3192.0,What is the best transportation option to the airport ,0
4303,2062.0, How do you make the best use of your free time,1
108,3334.0,Where can I buy a local guidebook ,0
6990,94342.0,What’s one thing you do to stay positive in the face of adversity,1
2362,2152.0,What is the largest land animal ,0
6191,14442.0,What’s one thing you love about your personality,1
2117,965.0,Which Jamaican runner is an 11-time world champion and holds the record in the 100 and 200-meter race ,0
6844,79796.0,How do you ensure that you stay true to yourself in difficult times,1
5334,1299.0,What is the most famous river in South America,0
1822,128.0,What do you think – Thanos was right or wrong ,1
6167,12018.0,What’s something you do when you need to clear your mind,1
621,2588.0, What is the longest straight line of road in the world,0
4138,3422.0,What time does the shopping mall close ,0
4962,2448.0, What is the largest dam in the world,0
5153,2140.0,What is the best way to develop a good work ethic,1
726,3554.0,How do I get to the concert hall ,0
4340,802.0,What is the term for the agreement between the prosecution and the accused where the accused pleads guilty in exchange for a lesser sentence ,0
618,3428.0,Where can I find a pet-friendly restaurant ,0
5637,1647.0,What is the most famous waterfall in Africa,0
458,987.0,Which family member are you most close to ,1
1652,2693.0,Who is your favorite actor ,1
6453,40604.0,What’s something you do to recharge when you’re mentally exhausted,1
5658,2022.0,What is the best way to learn a new language,1
4016,3007.0, What is the most successful sports team in history,0
2842,350.0,What is the most abundant metal in the Earth’s crust ,0
1511,3249.0,What are the operating hours of the community center ,0
882,3370.0,How do I book a guided tour of the city ,0
926,2134.0, What is the largest desert in Australia,0
1564,3100.0,What time is the next train ,0
6002,1570.0,What is the most famous space exploration mission,0
815,3269.0,How do I find a tourist guide in this city ,0
4781,3032.0,Do all trees lose their leaves in winter ,0
2819,2703.0,Who is the teacher you respect the most ,1
5158,1264.0,What’s the best way to improve your concentration,1
464,3734.0,What’s the best weather for outdoor activities ,1
136,963.0,Can you share with us your dirtiest thoughts ever ,1
1134,2120.0,What’s your favorite way to spend a morning ,1
477,556.0,What is the one thing that matters most in a relationship ,1
1941,582.0,In what season do leaves fall off the trees ,0
151,3079.0,Where is the nearest ATM ,0
5554,2139.0,What is the most famous art gallery in the world,0
4656,3247.0,How do I change my address on my account ,0
1727,1557.0,Do you prefer handwritten notes or digital ones Why ,1
3912,3589.0,Have you ever been to a concert ,1
5041,1668.0,What’s the best way to learn a new skill,1
6362,31513.0,What’s one thing you’ve done recently to step outside your comfort zone,1
3228,3.0,"Who wrote ""The Picture of Dorian Gray"" ",0
2746,945.0,"If you had to describe your personality in terms of a food name, what would it be ",1
5341,1945.0,What is the most expensive city in the world,0
5846,1712.0,What is the best way to improve communication skills at work,1
1512,2176.0,What is the capital city of Mexico ,0
6067,2018.0,What’s the best way for you to unwind after a long day,1
4632,780.0,What force keeps us grounded on Earth ,0
3208,1337.0,Can you tell me your favorite joke ,1
4778,518.0,What are some examples of branches in general science ,0
535,2000.0,What’s the most rewarding project you’ve completed ,1
502,1625.0,What is the largest mammal on Earth ,0
1133,344.0,What kind of cells are found in the brain ,0
4092,2892.0,Who is the best mentor you’ve ever had ,1
6236,18987.0,How do you stay motivated when you’re not feeling your best,1
3163,1317.0,What is the meanest thing you have done with someone ,1
3493,3634.0,Do you have any family pets ,1
4434,766.0,What is the term for a group of flamingos ,0
6063,1614.0,What’s one of your proudest accomplishments,1
2241,2543.0, What is the longest mountain range in the world,0
3402,19.0,Who was the famous nurse known for her work during the Crimean War and is considered the founder of modern nursing ,0
4233,1265.0,"Are you into video games  What are your favorite ones, if yes ",1
2195,2043.0, What is the oldest city in the world,0
2042,876.0,Do you believe in ghosts  Or any other paranormal beings ,1
769,793.0,The Islamic calendar is based on which cycle ,0
5916,1763.0,What is the most famous historical site in the world,0
1149,3022.0,Do all fish live in water ,0
2824,2060.0,What’s the most meaningful book you’ve ever read ,1
5168,2432.0,Who was the first person to walk on the moon,0
3483,3681.0,Do you prefer working alone or in teams ,1
5445,1544.0,What is the most famous landmark in Egypt,0
5518,1378.0,How do you improve your problem-solving skills,1
6165,11816.0,How do you maintain healthy boundaries with others,1
258,123.0,What does your child want to be when he/she grows up ,1
6442,39593.0,How do you navigate feelings of uncertainty about your future,1
611,2668.0, What is the fastest land animal,0
6806,75958.0,How do you keep your confidence high when faced with rejection,1
3542,2046.0,What’s the most adventurous trip you’ve taken ,1
5397,1846.0,How do you stay motivated to exercise,1
5591,1509.0,What is the most famous zoo in the United States,0
1650,1231.0,"In which book does the character ""Elizabeth Bennet"" appear ",0
5609,1817.0,What is the largest country in Asia,0
5598,1524.0,How do you stay motivated to exercise,1
295,1992.0,What’s the most creative way you’ve expressed yourself ,1
6719,67271.0,What’s one thing you do to remind yourself of your worth,1
2535,3208.0, How do you like to start your mornings,1
5,1188.0,Were you close to your parents as a child ,1
3313,1154.0,"Who wrote the gothic novel “Frankenstein; or, The Modern Prometheus” ",0
6065,1816.0,What’s one thing that always makes you laugh,1
3997,2159.0, What is the most famous art gallery in the United States,0
4286,2279.0,What’s your favorite type of workout routine for strength ,1
6708,66160.0,How do you deal with moments of self-doubt,1
5101,2218.0,How do you stay productive while working from home,1
620,2078.0,What’s the best way to stay motivated to exercise ,1
2374,1393.0,"If you could turn any mythical creature into real, which one would you choose ",1
1850,3555.0,Where can I find a local car rental service ,0
5496,2407.0,What is the most popular food in Italy,0
2590,1447.0,Who wrote the novel Pride and Prejudice ,0
1785,2689.0, What is the most poisonous animal on Earth,0
1989,1936.0,What’s the best way to stay fit and healthy ,1
568,1722.0, What is the most famous city in Europe,0
787,1964.0, What is the largest volcano on Earth,0
3733,2311.0,What’s the best way to enhance your creativity ,1
2909,3692.0,What was the best thing you learned in high school ,1
5120,1531.0,What’s the most common language in the world,0
6801,75453.0,What’s one thing you do to find clarity when you feel confused,1
566,2723.0,Who is the most powerful person in the world ,1
3314,2544.0, What is the most powerful telescope in the world,0
4139,268.0,"If a movie is made about your life, what would be its starting point ",1
6038,1697.0,What is the most famous film festival in the world,0
168,1913.0,What is the name of the brightest planet in the night sky ,0
707,2964.0, What is the most powerful engine ever built,0
3732,2229.0,What’s your favorite hobby to do in nature ,1
4349,1259.0,How important is money in your life ,1
5417,2254.0,What is the best way to improve your time management,1
6347,30098.0,What’s something that helps you stay grounded during stressful times,1
5702,2301.0,What is the most famous city in the United States,0
2253,713.0,What is your least favorite thing about your favorite person ,1
5182,1517.0,What is the oldest living species on Earth,0
5216,2832.0,What is the largest animal in the world,0
4191,177.0,How many Pyramids of Giza were made ,0
160,1416.0,Which email service is owned by Microsoft ,0
5876,1385.0,What is the most famous film of the 21st century,0
5358,1536.0,What is the most popular streaming service,0
2627,1308.0,Can you tell which are your favorite foods ,1
6722,67574.0,How do you deal with setbacks without losing motivation,1
83,2380.0,What is the largest desert in Africa ,0
564,1161.0,What one socially popular opinion you are not much fond of ,1
6280,23331.0,How do you stay true to your values when others disagree,1
5784,1503.0,What is the most famous natural wonder in the world,0
2471,2611.0,"Who is the author of ""The Hobbit"" ",0
6527,48078.0,How do you stay focused on your dreams when others doubt you,1
5595,1716.0,What is the most famous river in the world,0
110,3638.0,Do you like to go hiking ,1
2282,561.0,What are your long-term personal goals ,1
6603,55655.0,What’s one thing you’ve done to build better relationships with others,1
5638,1639.0,What is the best way to stay organized at work,1
3155,3320.0,Where can I find a public transport stop ,0
5580,1583.0,What is the best way to overcome shyness,1
5815,1699.0,What is the most famous city in Australia,0
2073,1126.0,What is the most disrespectful compliment have you ever received ,1
1475,773.0,Who is your hero ,1
5809,1624.0,What is the best way to achieve your long-term goals,1
3609,285.0,Do you think the world would be a better place if everyone starts speaking only the truth ,1
4881,2172.0, What is the largest known asteroid,0
5855,1416.0,What is the largest museum in Europe,0
6384,33735.0,How do you stay on track when faced with obstacles,1
1281,1235.0,Which outfit is your favorite one to wear at home ,1
1782,3470.0,Where can I find a local gym ,0
1913,1325.0,In what year did the Great Fire of London occur ,0
519,2580.0, What is the most famous archaeological site in Greece,0
4650,1771.0, What is the deepest sea in the world,0
540,2539.0, What is the longest river in North America,0
3750,3587.0,What was the first job you ever had ,1
3202,3092.0,Where can I buy groceries near here ,0
3152,1122.0,What author became famous for his six-volume biography of Lincoln ,0
5818,1346.0,What is the most famous movie character,0
1060,2549.0, What is the highest mountain in Asia,0
3584,2282.0, What is the oldest active volcano in the world,0
5634,2044.0,What is the most famous natural wonder in the world,0
5236,1687.0,What’s the most popular smartphone in the world,0
3457,3733.0,Do you prefer going for a walk in the park or on the beach ,1
3594,3513.0,How do I buy a metro ticket ,0
2636,1186.0,Am I happy  Not in terms of how the world defines it but how I see it.,1
1196,1655.0, What is the largest desert in the world,0
704,3102.0,How do I change my account settings ,0
418,2510.0, What is the highest mountain in Antarctica,0
4788,1748.0,What’s your favorite memory from traveling ,1
5759,1465.0,What is the most famous lake in the world,0
6898,85150.0,What’s one thing you do to cultivate patience in your life,1
2250,330.0,Bikes or cars ,1
6376,32927.0,How do you work through tough situations in relationships,1
749,2680.0, What is the tallest statue in the world,0
3567,1512.0,What is the capital city of South Korea ,0
4748,1603.0,What is the official language of Brazil ,0
5572,1726.0,What is the most famous historical event,0
4498,3065.0,Where can I buy tickets for the movie ,0
1637,3210.0,How do I install this software ,0
6287,24038.0,What’s the most important thing to you in a friendship,1
718,2972.0, What is the smallest city in the world,0
4668,2826.0,Who is your favorite soccer player ,1
4878,1097.0,Have you ever been in an argument knowing you are on the wrong side ,1
1607,2314.0, What is the tallest building in the United States,0
4072,2436.0,What’s the best way to stay organized at work ,1
4636,586.0,"If you had to choose the worst phase of your life, what would it be  And the worst ",1
6997,95049.0,How do you stay grounded when your emotions are running high,1
5430,1958.0,What is the best way to start a new habit,1
4364,500.0,What is your favorite human emotion ,1
1331,1832.0, What is the most expensive car ever sold,0
6339,29290.0,How do you handle difficult emotions like anger or frustration,1
1395,2818.0,Who is the leader of your country ,1
6986,93938.0,What’s one thing you do to ensure you're continually improving yourself,1
6709,66261.0,What’s one way you practice self-care during tough times,1
3051,1916.0, What is the largest zoo in the world,0
3903,757.0,Are you hiding something  What is it ,1
3356,2988.0, What is the longest river in Europe,0
1004,2971.0,Do you like eating out ,1
6212,16563.0,What’s something you’ve learned from the people around you,1
836,2495.0, What is the most famous bridge in the United States,0
1480,2727.0,Who is your favorite movie character ,1
5902,1607.0,What is the best way to set long-term goals,1
2173,2197.0,What’s the best way to cultivate emotional intelligence ,1
6702,65554.0,How do you cope with feelings of fear about the future,1
5145,2785.0,What is the most commonly spoken language in Europe,0
5228,2053.0,What’s the most famous landmark in Rome,0
5347,2267.0,What is the most famous park in the world,0
2205,76.0,How good are you at meeting new people ,1
6820,77372.0,How do you protect your emotional well-being in difficult situations,1
2881,3372.0,What is the opening time for the museum ,0
6328,28179.0,How do you make decisions when faced with uncertainty,1
1780,45.0,What is the boiling point of water in degrees Celsius ,0
114,3264.0,How far is it to the nearest hospital ,0
6600,55352.0,How do you manage negative emotions when they arise,1
6040,1446.0,What is the most famous landmark in Mexico,0
685,2067.0,What is the process by which plants make food ,0
3590,2338.0, What is the tallest tree species in the world,0
6660,61312.0,How do you make sure you stay connected with your emotional needs,1
5257,2716.0,How do you handle negative emotions,1
6131,8482.0,What’s one thing that you believe makes a good leader,1
2348,3080.0,How many kilometers is it to the city center ,0
5507,2329.0,What is the largest island in the world,0
13,1937.0, What is the most dangerous animal on Earth,0
44,2437.0,What is the name of the world’s most famous museum ,0
5319,2253.0,How do you improve your leadership skills,1
6586,53938.0,How do you stay inspired when you feel uninspired,1
3201,1752.0,What’s the best way to show gratitude ,1
3368,2941.0,What is your favorite TV show ,1
4742,2645.0,Who is the first person to circumnavigate the globe ,0
6965,91817.0,How do you keep a positive mindset during challenging times,1
5396,1523.0,What is the best way to learn a new skill,1
5808,1783.0,What is the most famous historical site in Italy,0
6206,15957.0,What’s something you do to stay grounded in challenging times,1
5574,2300.0,What is the largest city in Africa,0
